slug,stage,calls,input_tokens,output_tokens,cache_read_tokens,cache_creation_tokens,latency_s,est_usd,degraded_calls
bank_audit,planner,1,2519,579,0,0,9.427,0.08121,0
bank_audit,synth_bundle,1,1433,3048,4666,0,31.6,0.257094,0
bank_audit,repair_bundle,4,8387,13165,9876,13666,144.11,1.384231,0
bank_audit,refine_child,2,2729,1677,3163,3163,17.2,0.230761,0
bank_audit,refine_parent,1,2878,1252,0,2217,13.242,0.178639,0
