slug,status,iterations,n_modules,n_impls,ref_status,per_module_pass,per_module_fail,trace_conform,trace_diverged,trace_inv_violated,trace_other,pipeline_seconds,total_tlc_seconds,error_note
bank_audit,verified,5,2,2,passed,2,0,2,0,0,0,544.15,5.51,
